order_date,ship_date,ship_mode,customer_id,segment,city,state,region,product_id,category,subcategory,sales,quantity,discount,profit
2016-12-08,2016-12-12,Standard Class,AG-10900,Consumer,Eau Claire,Wisconsin,Central,FUR-CH-10002335,Furniture,Chairs,680.01,3,0.0,176.8026
2015-06-08,2015-06-12,Standard Class,MG-17695,Consumer,Chicago,Illinois,Central,TEC-AC-10003433,Technology,Accessories,2.376,3,0.2,0.7425
2015-06-08,2015-06-12,Standard Class,MG-17695,Consumer,Chicago,Illinois,Central,OFF-AP-10003849,Office Supplies,Appliances,143.128,2,0.8,-393.602
2016-06-24,2016-06-26,Second Class,MJ-17740,Consumer,San Diego,California,West,TEC-MA-10000984,Technology,Machines,4476.8,4,0.2,503.64
2016-06-24,2016-06-26,Second Class,MJ-17740,Consumer,San Diego,California,West,OFF-PA-10000418,Office Supplies,Paper,104.85,1,0.0,50.328
2016-06-24,2016-06-26,Second Class,MJ-17740,Consumer,San Diego,California,West,OFF-AP-10001242,Office Supplies,Appliances,241.44,3,0.0,72.432
2016-03-15,2016-03-19,Standard Class,SJ-20125,Home Office,Jackson,Mississippi,South,OFF-PA-10001954,Office Supplies,Paper,319.76,14,0.0,147.0896
2016-03-15,2016-03-19,Standard Class,SJ-20125,Home Office,Jackson,Mississippi,South,OFF-PA-10001954,Office Supplies,Paper,45.68,2,0.0,21.0128
2016-12-01,2016-12-01,Same Day,LB-16795,Home Office,Oxnard,California,West,FUR-FU-10000448,Furniture,Furnishings,31.96,2,0.0,1.598
2016-12-01,2016-12-01,Same Day,LB-16795,Home Office,Oxnard,California,West,OFF-PA-10001357,Office Supplies,Paper,47.9,1,0.0,22.992
2016-12-01,2016-12-01,Same Day,LB-16795,Home Office,Oxnard,California,West,OFF-ST-10002292,Office Supplies,Storage,1112.94,3,0.0,222.588
2016-12-01,2016-12-01,Same Day,LB-16795,Home Office,Oxnard,California,West,OFF-EN-10001219,Office Supplies,Envelopes,22.92,3,0.0,11.2308
2017-06-12,2017-06-14,Second Class,SB-20185,Consumer,Kent,Washington,West,TEC-PH-10002564,Technology,Phones,71.976,3,0.2,8.997
2017-06-12,2017-06-14,Second Class,SB-20185,Consumer,Kent,Washington,West,OFF-PA-10001639,Office Supplies,Paper,19.44,3,0.0,9.3312
2016-03-19,2016-03-24,Standard Class,CC-12610,Corporate,Nashville,Tennessee,South,OFF-BI-10001153,Office Supplies,Binders,31.086,3,0.7,-20.724
2016-11-14,2016-11-18,Standard Class,DP-13000,Consumer,New York City,New York,East,TEC-PH-10003356,Technology,Phones,13.98,2,0.0,3.9144
2016-11-14,2016-11-18,Standard Class,DP-13000,Consumer,New York City,New York,East,OFF-AR-10001725,Office Supplies,Art,23.65,1,0.0,6.149
2017-08-07,2017-08-11,Standard Class,JL-15505,Consumer,Westminster,California,West,TEC-PH-10002415,Technology,Phones,707.88,3,0.2,44.2425
2017-08-07,2017-08-11,Standard Class,JL-15505,Consumer,Westminster,California,West,OFF-BI-10003355,Office Supplies,Binders,11.952,3,0.2,4.1832
2017-08-07,2017-08-11,Standard Class,JL-15505,Consumer,Westminster,California,West,OFF-BI-10000216,Office Supplies,Binders,31.128,3,0.2,11.673
2017-08-07,2017-08-11,Standard Class,JL-15505,Consumer,Westminster,California,West,TEC-AC-10004803,Technology,Accessories,55.76,4,0.0,7.8064
2017-08-07,2017-08-11,Standard Class,JL-15505,Consumer,Westminster,California,West,OFF-PA-10001970,Office Supplies,Paper,24.56,2,0.0,11.5432
2017-08-07,2017-08-11,Standard Class,JL-15505,Consumer,Westminster,California,West,FUR-FU-10004848,Furniture,Furnishings,51.75,1,0.0,15.525
2017-08-07,2017-08-11,Standard Class,JL-15505,Consumer,Westminster,California,West,FUR-CH-10002317,Furniture,Chairs,207.184,1,0.2,25.898
2017-08-07,2017-08-11,Standard Class,JL-15505,Consumer,Westminster,California,West,OFF-AP-10002534,Office Supplies,Appliances,1473.1,5,0.0,412.468
2015-08-21,2015-08-25,Standard Class,SM-20320,Home Office,Allentown,Pennsylvania,East,OFF-SU-10001935,Office Supplies,Supplies,3.488,2,0.2,-0.6976
2015-08-21,2015-08-25,Standard Class,SM-20320,Home Office,Allentown,Pennsylvania,East,TEC-AC-10000290,Technology,Accessories,21.728,4,0.2,3.8024
2015-08-21,2015-08-25,Standard Class,SM-20320,Home Office,Allentown,Pennsylvania,East,OFF-ST-10002574,Office Supplies,Storage,663.072,6,0.2,-165.768
2015-08-21,2015-08-25,Standard Class,SM-20320,Home Office,Allentown,Pennsylvania,East,OFF-BI-10004519,Office Supplies,Binders,99.588,2,0.7,-82.99
2015-08-21,2015-08-25,Standard Class,SM-20320,Home Office,Allentown,Pennsylvania,East,OFF-PA-10003625,Office Supplies,Paper,49.568,2,0.2,15.49
2015-11-02,2015-11-07,Standard Class,BB-10990,Corporate,San Antonio,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,29.372,7,0.8,-46.9952
2015-11-02,2015-11-07,Standard Class,BB-10990,Corporate,San Antonio,Texas,Central,TEC-PH-10002200,Technology,Phones,344.704,2,0.2,38.7792
2014-11-30,2014-12-06,Standard Class,PB-19150,Consumer,Avondale,Arizona,West,OFF-SU-10001664,Office Supplies,Supplies,47.992,7,0.2,3.5994
2014-11-30,2014-12-06,Standard Class,PB-19150,Consumer,Avondale,Arizona,West,TEC-AC-10002550,Technology,Accessories,102.24,4,0.2,-16.614
2014-05-10,2014-05-15,Standard Class,GM-14680,Consumer,San Jose,California,West,OFF-PA-10004353,Office Supplies,Paper,39.96,2,0.0,19.1808
2014-05-10,2014-05-15,Standard Class,GM-14680,Consumer,San Jose,California,West,TEC-PH-10001817,Technology,Phones,1432.0,5,0.2,125.3
2014-05-10,2014-05-15,Standard Class,GM-14680,Consumer,San Jose,California,West,OFF-SU-10004737,Office Supplies,Supplies,41.04,6,0.0,11.0808
2014-05-10,2014-05-15,Standard Class,GM-14680,Consumer,San Jose,California,West,FUR-CH-10002320,Furniture,Chairs,256.784,1,0.2,32.098
2016-10-17,2016-10-20,First Class,NR-18550,Consumer,Perth Amboy,New Jersey,East,FUR-BO-10001337,Furniture,Bookcases,120.98,1,0.0,12.098
2016-10-17,2016-10-20,First Class,NR-18550,Consumer,Perth Amboy,New Jersey,East,OFF-BI-10004584,Office Supplies,Binders,315.98,1,0.0,148.5106
2016-10-30,2016-11-03,Standard Class,EH-13765,Corporate,New York City,New York,East,OFF-BI-10004817,Office Supplies,Binders,28.752,3,0.2,10.0632
2016-10-30,2016-11-03,Standard Class,EH-13765,Corporate,New York City,New York,East,OFF-AR-10004602,Office Supplies,Art,114.95,5,0.0,32.186
2016-12-01,2016-12-05,Standard Class,FH-14365,Corporate,Los Angeles,California,West,OFF-AR-10001149,Office Supplies,Art,23.04,8,0.0,6.912
2016-04-21,2016-04-21,Same Day,BT-11680,Consumer,Milford,Connecticut,East,OFF-AR-10004817,Office Supplies,Art,15.48,3,0.0,4.4892
2016-04-21,2016-04-21,Same Day,BT-11680,Consumer,Milford,Connecticut,East,OFF-PA-10003797,Office Supplies,Paper,51.84,8,0.0,24.8832
2017-08-03,2017-08-07,Standard Class,AB-10105,Consumer,Bloomington,Illinois,Central,TEC-AC-10000682,Technology,Accessories,39.816,3,0.2,7.4655
2017-08-03,2017-08-08,Second Class,SC-20230,Corporate,Seattle,Washington,West,OFF-ST-10003996,Office Supplies,Storage,16.06,1,0.0,4.1756
2017-12-11,2017-12-14,Second Class,RS-19870,Home Office,Burlington,Iowa,Central,OFF-EN-10003160,Office Supplies,Envelopes,7.28,1,0.0,3.4944
2017-12-11,2017-12-14,Second Class,RS-19870,Home Office,Burlington,Iowa,Central,OFF-BI-10002012,Office Supplies,Binders,5.4,3,0.0,2.592
2015-03-14,2015-03-19,Standard Class,AI-10855,Consumer,Roseville,California,West,OFF-PA-10002105,Office Supplies,Paper,19.44,3,0.0,9.3312
2014-12-08,2014-12-15,Standard Class,DJ-13420,Corporate,San Francisco,California,West,FUR-FU-10000397,Furniture,Furnishings,39.88,2,0.0,11.1664
2014-12-08,2014-12-15,Standard Class,DJ-13420,Corporate,San Francisco,California,West,FUR-FU-10000758,Furniture,Furnishings,79.44,3,0.0,28.5984
2017-09-30,2017-10-02,First Class,BF-10975,Corporate,Philadelphia,Pennsylvania,East,OFF-LA-10004677,Office Supplies,Labels,20.664,7,0.2,6.9741
2016-11-21,2016-11-26,Standard Class,TH-21235,Corporate,Los Angeles,California,West,OFF-PA-10004451,Office Supplies,Paper,32.4,5,0.0,15.552
2017-11-24,2017-11-30,Standard Class,JG-15310,Corporate,Odessa,Texas,Central,OFF-AP-10002311,Office Supplies,Appliances,13.762,1,0.8,-24.7716
2017-11-14,2017-11-17,First Class,AW-10930,Home Office,Minneapolis,Minnesota,Central,OFF-EN-10004459,Office Supplies,Envelopes,15.28,2,0.0,7.4872
2015-08-16,2015-08-20,Standard Class,JW-15955,Consumer,Philadelphia,Pennsylvania,East,OFF-ST-10002352,Office Supplies,Storage,44.688,7,0.2,3.3516
2015-08-16,2015-08-20,Standard Class,JW-15955,Consumer,Philadelphia,Pennsylvania,East,FUR-BO-10000780,Furniture,Bookcases,301.47,3,0.5,-204.9996
2017-10-13,2017-10-14,First Class,MH-18025,Consumer,Lafayette,Louisiana,South,OFF-LA-10000248,Office Supplies,Labels,11.07,3,0.0,5.2029
2017-10-13,2017-10-14,First Class,MH-18025,Consumer,Lafayette,Louisiana,South,FUR-TA-10003473,Furniture,Tables,1504.52,4,0.0,346.0396
2017-10-13,2017-10-14,First Class,MH-18025,Consumer,Lafayette,Louisiana,South,OFF-PA-10004355,Office Supplies,Paper,25.92,4,0.0,12.4416
2017-11-04,2017-11-04,Same Day,FM-14290,Home Office,Bryan,Texas,Central,OFF-BI-10001308,Office Supplies,Binders,7.536,6,0.8,-13.188
2017-11-04,2017-11-04,Same Day,FM-14290,Home Office,Bryan,Texas,Central,OFF-BI-10003094,Office Supplies,Binders,1.408,2,0.8,-2.3232
2017-11-04,2017-11-04,Same Day,FM-14290,Home Office,Bryan,Texas,Central,OFF-BI-10004040,Office Supplies,Binders,4.144,4,0.8,-6.4232
2017-11-04,2017-11-04,Same Day,FM-14290,Home Office,Bryan,Texas,Central,OFF-ST-10002485,Office Supplies,Storage,52.752,3,0.2,-12.5286
2017-03-19,2017-03-24,Standard Class,GZ-14545,Corporate,Los Angeles,California,West,OFF-AP-10001205,Office Supplies,Appliances,381.36,7,0.0,106.7808
2014-11-03,2014-11-03,Same Day,TC-21535,Home Office,Los Angeles,California,West,OFF-AR-10001868,Office Supplies,Art,6.72,4,0.0,3.36
2017-07-23,2017-07-26,First Class,TB-21520,Consumer,Los Angeles,California,West,OFF-BI-10003429,Office Supplies,Binders,15.192,3,0.2,5.5071
2017-07-23,2017-07-26,First Class,TB-21520,Consumer,Los Angeles,California,West,OFF-PA-10002689,Office Supplies,Paper,58.32,9,0.0,27.9936
2014-12-27,2014-12-31,Standard Class,RP-19390,Consumer,Phoenix,Arizona,West,OFF-BI-10003650,Office Supplies,Binders,946.764,6,0.7,-694.2936
2016-09-02,2016-09-06,Standard Class,LR-16915,Consumer,Los Angeles,California,West,FUR-FU-10001889,Furniture,Furnishings,94.68,9,0.0,31.2444
2016-09-02,2016-09-06,Standard Class,LR-16915,Consumer,Los Angeles,California,West,OFF-ST-10000321,Office Supplies,Storage,23.67,3,0.0,0.9468
2016-09-02,2016-09-06,Standard Class,LR-16915,Consumer,Los Angeles,California,West,TEC-PH-10001530,Technology,Phones,1091.168,4,0.2,68.198
2016-09-02,2016-09-06,Standard Class,LR-16915,Consumer,Los Angeles,California,West,OFF-AR-10004752,Office Supplies,Art,18.69,7,0.0,5.2332
2016-09-02,2016-09-06,Standard Class,LR-16915,Consumer,Los Angeles,California,West,FUR-TA-10001539,Furniture,Tables,568.728,3,0.2,28.4364
2016-09-02,2016-09-06,Standard Class,LR-16915,Consumer,Los Angeles,California,West,OFF-BI-10001553,Office Supplies,Binders,7.312,1,0.2,2.5592
2017-02-11,2017-02-14,First Class,MM-17260,Consumer,Columbus,Ohio,East,FUR-FU-10003601,Furniture,Furnishings,147.568,2,0.2,-3.6892
2017-10-27,2017-11-02,Standard Class,NB-18655,Corporate,Tallahassee,Florida,South,OFF-PA-10001685,Office Supplies,Paper,56.784,7,0.2,20.5842
2017-10-27,2017-11-02,Standard Class,NB-18655,Corporate,Tallahassee,Florida,South,OFF-BI-10001097,Office Supplies,Binders,5.607,3,0.7,-3.9249
2017-10-27,2017-11-02,Standard Class,NB-18655,Corporate,Tallahassee,Florida,South,OFF-AR-10001662,Office Supplies,Art,6.576,3,0.2,0.5754
2014-07-09,2014-07-14,Standard Class,DS-13030,Home Office,San Francisco,California,West,OFF-BI-10002609,Office Supplies,Binders,14.304,6,0.2,4.6488
2014-07-09,2014-07-14,Standard Class,DS-13030,Home Office,San Francisco,California,West,FUR-BO-10004218,Furniture,Bookcases,119.833,1,0.15,7.049
2014-07-09,2014-07-14,Standard Class,DS-13030,Home Office,San Francisco,California,West,OFF-AR-10003251,Office Supplies,Art,5.56,2,0.0,2.224
2014-07-09,2014-07-14,Standard Class,DS-13030,Home Office,San Francisco,California,West,OFF-PA-10002365,Office Supplies,Paper,32.4,5,0.0,15.552
2017-05-22,2017-05-26,Standard Class,VF-21715,Home Office,San Francisco,California,West,OFF-AR-10003651,Office Supplies,Art,9.84,3,0.0,2.8536
2017-05-22,2017-05-26,Standard Class,VF-21715,Home Office,San Francisco,California,West,OFF-AR-10003732,Office Supplies,Art,2.78,1,0.0,0.7228
2016-11-10,2016-11-14,Standard Class,SW-20275,Consumer,New York City,New York,East,OFF-BI-10002557,Office Supplies,Binders,3.64,1,0.2,1.365
2016-11-10,2016-11-14,Standard Class,SW-20275,Consumer,New York City,New York,East,TEC-PH-10003691,Technology,Phones,881.93,7,0.0,220.4825
2016-12-02,2016-12-06,Standard Class,PW-19030,Corporate,Marion,Iowa,Central,OFF-BI-10001107,Office Supplies,Binders,115.84,8,0.0,54.4448
2017-03-02,2017-03-08,Standard Class,KD-16615,Corporate,Los Angeles,California,West,OFF-BI-10004224,Office Supplies,Binders,107.648,2,0.2,33.64
2017-09-23,2017-09-25,Second Class,DO-13645,Consumer,Pine Bluff,Arkansas,South,TEC-AC-10001114,Technology,Accessories,199.95,5,0.0,63.984
2017-09-23,2017-09-25,Second Class,DO-13645,Consumer,Pine Bluff,Arkansas,South,OFF-PA-10002005,Office Supplies,Paper,12.96,2,0.0,6.2208
2014-02-11,2014-02-15,Second Class,GA-14725,Consumer,Columbia,Missouri,Central,FUR-CH-10001146,Furniture,Chairs,60.89,1,0.0,15.2225
2014-02-11,2014-02-15,Second Class,GA-14725,Consumer,Columbia,Missouri,Central,OFF-LA-10004853,Office Supplies,Labels,14.94,3,0.0,6.8724
2014-02-11,2014-02-15,Second Class,GA-14725,Consumer,Columbia,Missouri,Central,OFF-BI-10004728,Office Supplies,Binders,9.64,2,0.0,4.4344
2014-02-11,2014-02-15,Second Class,GA-14725,Consumer,Columbia,Missouri,Central,FUR-FU-10002298,Furniture,Furnishings,332.94,3,0.0,53.2704
2014-02-11,2014-02-15,Second Class,GA-14725,Consumer,Columbia,Missouri,Central,OFF-BI-10004654,Office Supplies,Binders,51.9,3,0.0,24.393
2014-02-11,2014-02-15,Second Class,GA-14725,Consumer,Columbia,Missouri,Central,OFF-ST-10002583,Office Supplies,Storage,64.96,2,0.0,2.5984
2017-11-11,2017-11-14,Second Class,JL-15505,Consumer,Aberdeen,South Dakota,Central,OFF-SU-10004661,Office Supplies,Supplies,25.5,3,0.0,6.63
2017-09-02,2017-09-02,Same Day,SU-20665,Home Office,Seattle,Washington,West,FUR-CH-10003061,Furniture,Chairs,215.976,3,0.2,-2.6997
2015-10-09,2015-10-13,Standard Class,FM-14380,Consumer,Detroit,Michigan,Central,FUR-CH-10000513,Furniture,Chairs,389.97,3,0.0,35.0973
2015-10-09,2015-10-13,Standard Class,FM-14380,Consumer,Detroit,Michigan,Central,OFF-AP-10002191,Office Supplies,Appliances,269.91,5,0.1,53.982
2017-11-24,2017-12-01,Standard Class,MY-17380,Corporate,Memphis,Tennessee,South,OFF-BI-10000216,Office Supplies,Binders,11.673,3,0.7,-7.782
2017-11-24,2017-12-01,Standard Class,MY-17380,Corporate,Memphis,Tennessee,South,OFF-EN-10003448,Office Supplies,Envelopes,64.848,7,0.2,24.318
2014-02-08,2014-02-09,First Class,NM-18445,Home Office,North Las Vegas,Nevada,West,FUR-FU-10002111,Furniture,Furnishings,14.56,2,0.0,5.5328
2015-09-25,2015-09-25,Same Day,CS-11950,Consumer,Freeport,New York,East,FUR-CH-10001545,Furniture,Chairs,102.582,1,0.1,6.8388
2015-09-25,2015-09-25,Same Day,CS-11950,Consumer,Freeport,New York,East,OFF-PA-10002947,Office Supplies,Paper,20.04,3,0.0,9.6192
2017-08-21,2017-08-28,Standard Class,PK-19075,Consumer,New York City,New York,East,OFF-BI-10003476,Office Supplies,Binders,32.088,7,0.2,11.2308
2017-08-21,2017-08-28,Standard Class,PK-19075,Consumer,New York City,New York,East,OFF-BI-10001359,Office Supplies,Binders,4305.552,6,0.2,1453.1238
2016-05-12,2016-05-17,Standard Class,HM-14860,Corporate,New York City,New York,East,FUR-FU-10000320,Furniture,Furnishings,10.02,3,0.0,4.4088
2016-05-12,2016-05-17,Standard Class,HM-14860,Corporate,New York City,New York,East,TEC-PH-10001835,Technology,Phones,631.96,4,0.0,303.3408
2017-09-02,2017-09-06,Standard Class,AH-10210,Consumer,Henderson,Kentucky,South,OFF-BI-10003650,Office Supplies,Binders,1577.94,3,0.0,757.4112
2014-10-10,2014-10-10,Same Day,FC-14335,Corporate,Albuquerque,New Mexico,West,OFF-AR-10000937,Office Supplies,Art,255.85,7,0.0,112.574
2016-05-26,2016-05-29,Second Class,CP-12085,Corporate,Delray Beach,Florida,South,OFF-ST-10000532,Office Supplies,Storage,184.704,6,0.2,13.8528
2016-05-26,2016-05-29,Second Class,CP-12085,Corporate,Delray Beach,Florida,South,TEC-AC-10001267,Technology,Accessories,47.92,2,0.2,11.98
2017-12-01,2017-12-05,Standard Class,SC-20305,Consumer,Philadelphia,Pennsylvania,East,OFF-LA-10004853,Office Supplies,Labels,15.936,4,0.2,5.1792
2017-12-01,2017-12-05,Standard Class,SC-20305,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001759,Office Supplies,Binders,8.001,7,0.7,-5.6007
2017-12-01,2017-12-05,Standard Class,SC-20305,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10003379,Furniture,Chairs,398.972,2,0.3,-28.498
2016-09-20,2016-09-24,Standard Class,HJ-14875,Home Office,Seattle,Washington,West,FUR-BO-10002853,Furniture,Bookcases,163.88,2,0.0,40.97
2017-09-11,2017-09-15,Standard Class,CB-12025,Consumer,Richmond,Virginia,South,OFF-AP-10000027,Office Supplies,Appliances,67.9,5,0.0,20.37
2016-12-30,2017-01-04,Standard Class,EH-14185,Consumer,West Palm Beach,Florida,South,OFF-PA-10002421,Office Supplies,Paper,72.224,4,0.2,25.2784
2017-09-02,2017-09-04,Second Class,LW-17215,Consumer,Fort Collins,Colorado,West,OFF-LA-10002475,Office Supplies,Labels,11.696,2,0.2,3.9474
2014-11-18,2014-11-23,Standard Class,MK-17905,Corporate,Franklin,Wisconsin,Central,FUR-CH-10001482,Furniture,Chairs,392.94,3,0.0,43.2234
2015-11-21,2015-11-24,First Class,JH-15820,Consumer,Monroe,North Carolina,South,FUR-FU-10000087,Furniture,Furnishings,18.176,1,0.2,4.7712
2017-06-19,2017-06-26,Standard Class,DB-13270,Home Office,Dallas,Texas,Central,OFF-BI-10003166,Office Supplies,Binders,6.888,3,0.8,-11.0208
2017-06-19,2017-06-26,Standard Class,DB-13270,Home Office,Dallas,Texas,Central,FUR-TA-10000688,Furniture,Tables,457.485,3,0.3,-84.9615
2017-11-30,2017-12-03,First Class,TB-21625,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10003981,Furniture,Chairs,1079.316,6,0.3,-15.4188
2014-04-23,2014-04-26,Second Class,NM-18445,Home Office,San Francisco,California,West,OFF-PA-10001878,Office Supplies,Paper,48.91,1,0.0,22.9877
2014-09-23,2014-09-25,First Class,TT-21220,Consumer,Dover,Delaware,East,OFF-AR-10002375,Office Supplies,Art,9.84,3,0.0,2.8536
2014-09-23,2014-09-25,First Class,TT-21220,Consumer,Dover,Delaware,East,OFF-BI-10004965,Office Supplies,Binders,34.5,3,0.0,15.525
2017-03-02,2017-03-02,Same Day,RS-19765,Corporate,Waco,Texas,Central,OFF-BI-10004022,Office Supplies,Binders,0.556,1,0.8,-0.9452
2017-11-17,2017-11-21,Second Class,TB-21625,Consumer,Hagerstown,Maryland,East,OFF-BI-10000050,Office Supplies,Binders,43.8,6,0.0,20.586
2017-05-28,2017-06-01,Standard Class,AM-10360,Corporate,Cleveland,Ohio,East,OFF-PA-10002464,Office Supplies,Paper,13.872,3,0.2,5.0286
2017-05-28,2017-06-01,Standard Class,AM-10360,Corporate,Cleveland,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,115.96,4,0.5,-64.9376
2015-04-18,2015-04-22,Second Class,MP-17965,Corporate,Mcallen,Texas,Central,TEC-AC-10003590,Technology,Accessories,41.424,2,0.2,8.2848
2015-04-18,2015-04-22,Second Class,MP-17965,Corporate,Mcallen,Texas,Central,TEC-PH-10003357,Technology,Phones,244.768,4,0.2,24.4768
2015-04-18,2015-04-22,Second Class,MP-17965,Corporate,Mcallen,Texas,Central,OFF-AR-10003373,Office Supplies,Art,74.352,3,0.2,6.5058
2015-04-18,2015-04-22,Second Class,MP-17965,Corporate,Mcallen,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,4.312,2,0.8,-6.8992
2015-04-18,2015-04-22,Second Class,MP-17965,Corporate,Mcallen,Texas,Central,FUR-CH-10000225,Furniture,Chairs,56.686,1,0.3,-20.245
2015-04-18,2015-04-22,Second Class,MP-17965,Corporate,Mcallen,Texas,Central,TEC-PH-10001870,Technology,Phones,97.968,2,0.2,6.123
2015-04-18,2015-04-22,Second Class,MP-17965,Corporate,Mcallen,Texas,Central,OFF-AR-10003481,Office Supplies,Art,7.872,3,0.2,0.8856
2015-04-18,2015-04-22,Second Class,MP-17965,Corporate,Mcallen,Texas,Central,OFF-PA-10003936,Office Supplies,Paper,15.552,3,0.2,5.4432
2015-04-18,2015-04-22,Second Class,MP-17965,Corporate,Mcallen,Texas,Central,OFF-BI-10000320,Office Supplies,Binders,1.476,1,0.8,-2.2878
2015-09-19,2015-09-24,Standard Class,MH-17290,Home Office,Santa Fe,New Mexico,West,OFF-AR-10001972,Office Supplies,Art,8.4,5,0.0,2.184
2014-03-25,2014-03-30,Standard Class,CA-12265,Consumer,San Francisco,California,West,OFF-AR-10003829,Office Supplies,Art,6.56,2,0.0,1.9024
2014-03-25,2014-03-30,Standard Class,CA-12265,Consumer,San Francisco,California,West,OFF-AR-10003338,Office Supplies,Art,14.88,2,0.0,3.72
2014-03-25,2014-03-30,Standard Class,CA-12265,Consumer,San Francisco,California,West,TEC-AC-10002558,Technology,Accessories,45.48,4,0.0,15.918
2014-03-25,2014-03-30,Standard Class,CA-12265,Consumer,San Francisco,California,West,OFF-AR-10000034,Office Supplies,Art,25.44,6,0.0,9.9216
2016-08-26,2016-08-31,Standard Class,KD-16615,Corporate,New York City,New York,East,OFF-BI-10001510,Office Supplies,Binders,146.688,8,0.2,45.84
2017-03-06,2017-03-12,Standard Class,DW-13540,Consumer,Dallas,Texas,Central,OFF-LA-10000134,Office Supplies,Labels,4.928,2,0.2,1.7248
2017-03-06,2017-03-12,Standard Class,DW-13540,Consumer,Dallas,Texas,Central,OFF-AR-10000588,Office Supplies,Art,63.488,4,0.2,4.7616
2015-11-11,2015-11-11,Same Day,AG-10495,Corporate,Detroit,Michigan,Central,OFF-ST-10003282,Office Supplies,Storage,418.32,7,0.0,117.1296
2015-11-11,2015-11-11,Same Day,AG-10495,Corporate,Detroit,Michigan,Central,OFF-AP-10002311,Office Supplies,Appliances,123.858,2,0.1,46.7908
2016-04-05,2016-04-09,Standard Class,JH-16180,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10000141,Technology,Phones,118.782,3,0.4,-27.7158
2016-04-05,2016-04-09,Standard Class,JH-16180,Consumer,Philadelphia,Pennsylvania,East,OFF-SU-10000646,Office Supplies,Supplies,769.184,4,0.2,-163.4516
2017-02-21,2017-02-26,Standard Class,DK-13090,Consumer,Carrollton,Texas,Central,TEC-AC-10002076,Technology,Accessories,47.904,1,0.2,-2.994
2017-07-20,2017-07-25,Standard Class,AR-10825,Corporate,New York City,New York,East,OFF-PA-10000743,Office Supplies,Paper,13.36,2,0.0,6.4128
2017-07-20,2017-07-25,Standard Class,AR-10825,Corporate,New York City,New York,East,FUR-CH-10002780,Furniture,Chairs,163.764,2,0.1,25.4744
2017-07-20,2017-07-25,Standard Class,AR-10825,Corporate,New York City,New York,East,FUR-FU-10000747,Furniture,Furnishings,183.92,4,0.0,31.2664
2016-11-04,2016-11-08,Standard Class,SM-20005,Consumer,Houston,Texas,Central,FUR-FU-10002445,Furniture,Furnishings,11.376,3,0.6,-5.688
2016-11-04,2016-11-08,Standard Class,SM-20005,Consumer,Houston,Texas,Central,FUR-FU-10000723,Furniture,Furnishings,66.112,4,0.6,-84.2928
2017-09-23,2017-09-29,Standard Class,DB-13660,Consumer,Los Angeles,California,West,OFF-PA-10003641,Office Supplies,Paper,211.04,8,0.0,97.0784
2017-09-23,2017-09-29,Standard Class,DB-13660,Consumer,Los Angeles,California,West,FUR-CH-10003973,Furniture,Chairs,594.816,2,0.2,59.4816
2017-09-23,2017-09-29,Standard Class,DB-13660,Consumer,Los Angeles,California,West,OFF-BI-10000977,Office Supplies,Binders,72.96,3,0.2,23.712
2017-09-07,2017-09-10,First Class,PF-19225,Consumer,Edmonds,Washington,West,FUR-FU-10004053,Furniture,Furnishings,80.96,4,0.0,34.8128
2017-09-07,2017-09-10,First Class,PF-19225,Consumer,Edmonds,Washington,West,TEC-PH-10002033,Technology,Phones,455.712,2,0.2,34.1784
2017-09-07,2017-09-10,First Class,PF-19225,Consumer,Edmonds,Washington,West,OFF-AR-10004260,Office Supplies,Art,25.98,1,0.0,7.2744
2015-11-28,2015-11-30,First Class,AJ-10945,Consumer,San Francisco,California,West,OFF-AP-10004655,Office Supplies,Appliances,45.28,4,0.0,15.3952
2015-11-12,2015-11-18,Standard Class,EB-14110,Consumer,New York City,New York,East,OFF-EN-10001539,Office Supplies,Envelopes,15.56,2,0.0,7.3132
2016-09-29,2016-10-03,Standard Class,ES-14080,Corporate,Springfield,Oregon,West,TEC-PH-10001817,Technology,Phones,859.2,3,0.2,75.18
2017-09-11,2017-09-13,Second Class,SS-20410,Consumer,Georgetown,Kentucky,South,OFF-AP-10002578,Office Supplies,Appliances,195.68,4,0.0,50.8768
2017-09-11,2017-09-13,Second Class,SS-20410,Consumer,Georgetown,Kentucky,South,OFF-FA-10000992,Office Supplies,Fasteners,14.2,4,0.0,6.674
2017-05-01,2017-05-02,First Class,AG-10900,Consumer,Coral Springs,Florida,South,FUR-BO-10001798,Furniture,Bookcases,314.352,3,0.2,-15.7176
2017-05-01,2017-05-02,First Class,AG-10900,Consumer,Coral Springs,Florida,South,OFF-LA-10004409,Office Supplies,Labels,4.608,2,0.2,1.4976
2017-09-16,2017-09-20,Standard Class,CY-12745,Corporate,San Francisco,California,West,OFF-FA-10000621,Office Supplies,Fasteners,17.9,5,0.0,8.771
2014-10-19,2014-10-22,Second Class,RP-19270,Corporate,San Francisco,California,West,OFF-BI-10003196,Office Supplies,Binders,2.992,1,0.2,1.122
